user,nb_emails,nb_emails_sent,nb_emails_viewed,nb_external,nb_bcc,nb_external_with_attachment,nb_after_hours_or_weekend,nb_emails_has_suspicious_content,email_external_ratio,suspicious_content_ratio,bcc_email_ratio,external_email_with_attachment_ratio,after_hours_or_weekend_ratio,max_zscore_emails,max_zscore_emails_sent,avg_emails_per_week,avg_size_sent_email,nb_emails_last_month,nb_activity_email_after_leaving,nb_file_events,copy_ratio,write_ratio,delete_ratio,copy_to_removable_ratio,write_to_removable_ratio,from_removable_ratio,unique_files_ratio,events_per_file,pc_usage_ratio,file_off_hours_ratio,suspicious_file_content_ratio,open_then_copy_ratio,write_then_delete_ratio,copy_then_delete_ratio,max_zscore_file_activity,nb_file_last_month,nb_file_after_leaving,average_session_duration,session_duration_variability,nb_sessions,nb_short_sessions,ratio_short_sessions,used_multi_pc_simultaneously,nb_logon,nb_logoff,nb_pc_used,nb_pc_used_logon,nb_after_hours_logon,unclosed_session_ratio,after_hours_logon_ratio,max_zscore_logon,max_zscore_logon_after_hours,nb_logon_last_month,nb_logon_after_leaving,nb_access_decoy_file,nb_pc_decoy_file,ocean_risk_score,device_con_duration_avg,device_con_duration_std,ratio_short_device_conn_interval,nb_device_conn_last_month,avg_device_conn_per_week,max_zscore_device_week,avg_zscore_device_week,nb_device_conn_after_hours,ratio_device_conn_after_hours,nb_device_activity_after_leaving
ABR0397,1042,365,677,408,176,75,0,79,0.3915547024952015,0.07581573896353166,0.1689059500959693,0.07197696737044146,0.0,0.0,2.5231684658681184,14.08108108108108,286994.91780821915,0,0,117,0.4188034188034188,0.1111111111111111,0.21367521367521367,0.46938775510204084,1.0,0.5555555555555556,0.5982905982905983,1.6714285714285715,0.008547008547008548,0.0,0.02564102564102564,0.08163265306122448,0.38461538461538464,0.08163265306122448,3.5609011560325095,0,0,7.006597222222222,2,4,0,0.0,1,751,470,94,94,0,0.374167776298269,0.0,1.8626574065032155,0.0,0,0.0,16,1,0.09749999999999999,6.961228395061728,8.879555391906942,0.022222222222222223,7.0,2.2280701754385963,4.0952558201551765,1.9088044984783393e-16,0.0,0.0,0
ACB0701,1121,385,736,454,188,150,39,74,0.4049955396966994,0.06601248884924175,0.16770740410347904,0.13380909901873328,0.03479036574487065,1.6707515347006225,2.403342980635789,15.14864864864865,718948.4805194805,0,0,673,0.1575037147102526,0.2838038632986627,0.11292719167904904,0.19811320754716982,1.0,0.32540861812778604,0.49925705794947994,2.0029761904761907,0.0014858841010401188,0.02674591381872214,0.03714710252600297,0.07547169811320754,0.07329842931937172,0.12264150943396226,2.73993799746071,0,0,8.266666666666667,0,1,0,0.0,0,720,413,1,1,26,0.4263888888888889,0.03611111111111111,1.4839815989620253,3.0,0,0.0,242,1,0.9539605263157894,1.6544276094276094,4.362613260237684,0.10606060606060606,34.0,5.418918918918919,2.1948589749506766,-1.800361661554308e-16,0.0,0.0,0
ACF1806,1134,410,724,359,203,110,0,75,0.3165784832451499,0.06613756613756613,0.17901234567901234,0.09700176366843033,0.0,0.0,2.6607225046078256,47.25,652087.143902439,140,140,2800,0.4592857142857143,0.11464285714285714,0.22464285714285714,0.48989113530326595,1.0,0.5664285714285714,0.21321428571428572,4.690117252931323,0.00035714285714285714,0.0,0.05607142857142857,0.07931570762052877,0.24299065420560748,0.2286158631415241,1.6286923474098396,330,330,8.216666666666667,0,1,0,0.0,0,207,118,1,1,0,0.42995169082125606,0.0,1.0,0.0,38,38.0,263,1,2.4661184210526312,6.812892636924193,8.348244800706775,0.10010881392818281,0.0,42.666666666666664,0.8175854854981667,8.465450562766819e-16,0.0,0.0,243
ACG3819,1192,405,787,385,184,122,151,102,0.32298657718120805,0.08557046979865772,0.15436241610738255,0.10234899328859061,0.1266778523489933,2.038395331018197,2.832683601382648,15.893333333333333,1173135.424691358,0,0,912,0.41118421052631576,0.1118421052631579,0.21710526315789475,0.4533333333333333,1.0,0.5734649122807017,0.4506578947368421,2.218978102189781,0.0010964912280701754,0.10526315789473684,0.08552631578947369,0.06933333333333333,0.16666666666666666,0.16533333333333333,2.632778427820059,0,0,10.183333333333334,0,1,0,0.0,1,811,472,21,21,37,0.41800246609124536,0.04562268803945746,1.8356218224749041,3.0,0,0.0,117,1,2.9683902138157903,4.351400044622936,7.306714855556545,0.10843373493975904,29.0,5.8533333333333335,2.5167838409778427,-6.217248937900877e-17,2.0,0.004555808656036446,0
ACM2278,2560,881,1679,699,0,236,0,183,0.273046875,0.071484375,0.0,0.0921875,0.0,0.0,2.8177816379530993,71.11111111111111,761351.6617480136,81,81,112,0.09821428571428571,0.008928571428571428,0.05357142857142857,0.5454545454545454,1.0,0.19642857142857142,0.24107142857142858,4.148148148148148,0.008928571428571428,0.26785714285714285,0.0,0.09090909090909091,0.0,0.18181818181818182,2.8781041703820773,1,1,10.1,0,2,0,0.0,0,316,180,1,1,5,0.43037974683544306,0.015822784810126583,1.8656535003653314,2.0,16,16.0,83,1,0.3879473684210525,0.9392424242424243,1.8257743076269235,0.18181818181818182,0.0,3.6666666666666665,0.8728715609439696,7.401486830834377e-17,11.0,1.0,0
ACS1921,3122,1100,2022,1133,552,424,0,225,0.3629083920563741,0.0720691864189622,0.17680973734785393,0.13581037796284434,0.0,0.0,2.087001071655236,42.189189189189186,812160.6354545455,0,0,3315,0.4434389140271493,0.12006033182503771,0.23076923076923078,0.45850340136054424,1.0,0.5825037707390649,0.3411764705882353,2.9310344827586206,0.00030165912518853697,0.0,0.03499245852187029,0.07346938775510205,0.1934673366834171,0.20816326530612245,2.1437741489730437,0,0,7.077092391304348,2,460,0,0.0,1,460,460,94,94,0,0.0,0.0,2.8625443281000043,0.0,0,0.0,312,1,1.5335526315789472,7.916139566395664,9.60141609090063,0.08780487804878048,54.0,14.08108108108108,2.0863871087100585,1.3202652184731592e-16,0.0,0.0,0
ACV1946,3119,1068,2051,1069,528,324,18,194,0.34273805706957355,0.06219942289195255,0.16928502725232447,0.1038794485411991,0.005771080474511061,0.3376414073310581,2.0638771283821984,42.148648648648646,532834.7228464419,0,0,1760,0.31477272727272726,0.13011363636363638,0.1965909090909091,0.3140794223826715,1.0,0.49886363636363634,0.3778409090909091,2.6466165413533833,0.0005681818181818182,0.008522727272727272,0.01534090909090909,0.061371841155234655,0.16593886462882096,0.2075812274368231,2.439685502563394,0,0,8.155555555555557,0,3,0,0.0,1,761,491,85,85,30,0.354796320630749,0.03942181340341656,2.597835771187019,2.0,0,0.0,479,1,0.9219736842105266,8.408793759512939,9.593141320867373,0.0410958904109589,17.0,5.205479452054795,2.449184863235403,-1.9010668229882817e-16,2.0,0.005263157894736842,0
ADB1105,2421,853,1568,607,434,100,0,121,0.2507228418009087,0.049979347377116894,0.17926476662536142,0.041305245766212306,0.0,0.0,2.3910357726807434,46.55769230769231,201061.4407971864,200,0,649,0.423728813559322,0.12480739599383667,0.2218798151001541,0.4581818181818182,1.0,0.5731895223420647,0.5315870570107858,1.8811594202898552,0.0015408320493066256,0.007704160246533128,0.046224961479198766,0.05454545454545454,0.14814814814814814,0.11636363636363636,2.8466940154439695,53,0,7.617807636626854,2,307,0,0.0,1,307,307,44,44,11,0.0,0.035830618892508145,1.8670922632674245,2.0,50,0.0,70,1,0.18011842105263154,8.847210487494133,8.556630359774225,0.036813518406759206,0.0,38.11538461538461,1.507324256737982,5.551115123125783e-16,5.0,0.0025227043390514633,0
ADG1737,4873,1665,3208,1627,823,420,0,358,0.3338805663862097,0.07346603734865585,0.16888980094397701,0.08618920582803201,0.0,0.0,1.977312416272968,65.85135135135135,615720.6036036036,0,0,3703,0.17013232514177692,0.4166891709424791,0.10856062651903861,0.3634920634920635,1.0,0.31568998109640833,0.6265190386173373,1.5961206896551725,0.00027005130974885227,0.011342155009451797,0.01917364299216851,0.06190476190476191,0.06221646143875567,0.12698412698412698,2.6183199583964814,0,0,7.658984958278436,3,506,0,0.0,1,506,506,73,73,57,0.0,0.11264822134387352,2.4162826920902924,2.0,0,0.0,762,1,5.759457236842104,8.824957618464053,9.18160556675367,0.06311274509803921,182.0,41.12162162162162,0.7001591490571747,1.0802169969325848e-16,43.0,0.014130791981597108,0
ADM0923,4854,1661,3193,1971,793,614,0,302,0.40605686032138444,0.06221672847136382,0.16337041615162753,0.12649361351462712,0.0,0.0,2.6565172188332626,65.5945945945946,683611.9735099338,0,0,1126,0.17761989342806395,0.07104795737122557,0.10568383658969804,0.28,1.0,0.28685612788632325,0.216696269982238,4.614754098360656,0.0008880994671403197,0.0008880994671403197,0.021314387211367674,0.045,0.1875,0.17,2.639294812845876,0,0,9.216666666666667,0,1,0,0.0,1,746,475,84,84,27,0.3632707774798928,0.036193029490616625,1.7624370948097003,2.0,0,0.0,667,1,0.7235526315789473,0.5048900879296563,0.4137163348690785,0.12949640287769784,4.0,2.482142857142857,3.767416688735439,-4.7580986769649563e-17,1.0,0.007194244604316547,0
ADP3667,497,162,335,196,79,111,140,46,0.39436619718309857,0.0925553319919517,0.158953722334004,0.22334004024144868,0.28169014084507044,0.0,2.280323459090004,6.626666666666667,1102482.4259259258,0,0,1165,0.44892703862660943,0.11158798283261803,0.21030042918454936,0.4665391969407266,1.0,0.5785407725321888,0.40858369098712444,2.447478991596639,0.0008583690987124463,0.2592274678111588,0.06952789699570816,0.0841300191204589,0.17692307692307693,0.16061185468451242,2.770043044449538,0,0,10.310782450674974,1,535,0,0.0,1,535,535,30,30,0,0.0,0.0,1.8271140809105642,0.0,0,0.0,117,1,1.1907828947368415,3.949121732026144,6.967744533027294,0.08823529411764706,38.0,7.56,2.227608657537134,1.4802973661668753e-16,0.0,0.0,0
ADS2950,3553,1267,2286,1047,636,313,15,277,0.2946805516464959,0.07796228539262595,0.17900365887981987,0.08809456797072897,0.004221784407542921,0.1378973748864508,1.5849937960278806,71.06,868620.3291239147,197,197,995,0.09949748743718594,0.06432160804020101,0.06331658291457286,0.24242424242424243,1.0,0.1748743718592965,0.14371859296482412,6.958041958041958,0.0010050251256281408,0.008040201005025126,0.003015075376884422,0.15151515151515152,0.171875,0.15151515151515152,2.4755166976798897,46,46,15.819722222222222,9,2,0,0.0,1,511,326,34,34,37,0.36203522504892366,0.07240704500978473,2.7380016946280015,1.0,47,47.0,733,1,2.6307680921052636,2.6016025641025644,4.864237233937218,0.10256410256410256,0.0,2.0,2.0,0.0,2.0,0.025,8
AEB3249,3156,1068,2088,1310,511,183,0,167,0.41508238276299114,0.05291508238276299,0.16191381495564006,0.05798479087452472,0.0,0.0,1.7520022728692877,42.648648648648646,237555.47284644196,0,0,327,0.1162079510703364,0.20489296636085627,0.1345565749235474,0.3684210526315789,1.0,0.27522935779816515,0.45565749235474007,2.1946308724832213,0.0030581039755351682,0.0,0.039755351681957186,0.02631578947368421,0.05970149253731343,0.07894736842105263,5.315468677648723,0,0,11.35,0,1,0,0.0,0,637,356,1,1,0,0.4411302982731554,0.0,0.7282772996827418,0.0,0,0.0,156,1,0.04233552631578951,0.6692837690631809,0.7226250763939073,0.06862745098039216,6.0,2.25,4.225548858775005,-7.401486830834377e-18,0.0,0.0,0
AEB3574,3494,1215,2279,1049,0,293,0,213,0.3002289639381797,0.06096164854035489,0.0,0.08385804235832857,0.0,0.0,2.083735324900602,47.21621621621622,510958.9835390946,0,0,313,0.3865814696485623,0.13099041533546327,0.2012779552715655,0.4297520661157025,1.0,0.5431309904153354,0.46325878594249204,2.1586206896551725,0.003194888178913738,0.0,0.07028753993610223,0.04132231404958678,0.24390243902439024,0.1322314049586777,3.2161511942854357,0,0,9.283333333333333,0,1,0,0.0,1,724,449,84,84,0,0.3798342541436464,0.0,1.3571293986089545,0.0,0,0.0,50,1,2.901315789473684,5.927210401891253,9.043614746124469,0.06382978723404255,27.0,5.0,2.2941573387056176,6.083413833562501e-18,0.0,0.0,0
AED1421,3132,1074,2058,1195,533,351,0,221,0.38154533844189015,0.07056194125159643,0.17017879948914433,0.11206896551724138,0.0,0.16286214684514574,2.1754191753802052,42.32432432432432,637366.3919925512,0,0,8417,0.4484970892241891,0.11346085303552335,0.22977307829392896,0.49059602649006623,1.0,0.5762148033741238,0.2467625044552691,4.052479537794897,0.00011880717595342758,0.0062967803255316625,0.06427468219080433,0.09298013245033113,0.23455497382198953,0.22834437086092715,0.9008368228395442,0,0,8.147375521216581,3,453,0,0.0,1,453,453,52,52,41,0.0,0.09050772626931568,3.316661628712097,3.0,0,0.0,760,1,0.01911759868421051,13.575580186097428,8.978926830932677,0.02561576354679803,184.0,41.45945945945946,0.6422634233213933,-3.600723323108616e-17,17.0,0.005541069100391135,0
AFB0904,346,121,225,125,69,72,0,33,0.36127167630057805,0.0953757225433526,0.1994219653179191,0.20809248554913296,0.0,0.0,1.8304636002340153,4.675675675675675,1561972.8016528925,0,0,2920,0.46095890410958906,0.1136986301369863,0.225,0.48811292719167904,1.0,0.5678082191780822,0.288013698630137,3.4720570749108206,0.00034246575342465754,0.0,0.032534246575342464,0.07355126300148589,0.28313253012048195,0.2050520059435364,2.8002735506338996,0,0,10.136500000000002,7,5,0,0.0,1,738,469,95,95,0,0.36449864498644985,0.0,2.0018537403182366,0.0,0,0.0,273,1,0.7338157894736842,13.213418300653593,9.346068110686938,0.011764705882352941,38.0,9.64864864864865,1.920207729398001,-2.400482215405744e-16,0.0,0.0,0
AFB3228,3119,1050,2069,914,521,259,0,177,0.293042641872395,0.05674895799935877,0.1670407181789035,0.08303943571657582,0.0,0.0,1.9819666016951367,42.148648648648646,598995.9466666667,0,0,484,0.38016528925619836,0.11983471074380166,0.19008264462809918,0.41304347826086957,1.0,0.5103305785123967,0.5433884297520661,1.8403041825095057,0.002066115702479339,0.014462809917355372,0.049586776859504134,0.04891304347826087,0.10344827586206896,0.13043478260869565,3.2458248533622265,0,0,14.678333333333335,3,3,0,0.0,0,720,442,1,1,83,0.3861111111111111,0.11527777777777778,1.2443048823733194,3.0,0,0.0,103,1,0.4159128289473686,10.799875242889948,8.79150294087899,0.026232114467408585,180.0,41.527027027027025,0.8303267138501221,4.560916209270913e-16,25.0,0.008135372600065083,0
AFP2709,4284,1496,2788,1595,0,299,1180,308,0.3723155929038282,0.0718954248366013,0.0,0.06979458450046686,0.2754435107376284,0.10843144631266916,2.057650683986576,57.12,216403.5046791444,0,0,1531,0.46701502286087526,0.10450685826257348,0.22142390594382758,0.4825174825174825,1.0,0.5767472240365774,0.5231874591770085,1.9113607990012484,0.0006531678641410843,0.2723709993468321,0.07380796864794252,0.04755244755244755,0.13125,0.12167832167832168,3.360589093266669,0,0,8.233333333333333,0,1,0,0.0,0,890,493,1,1,0,0.4460674157303371,0.0,0.9698855427841448,0.0,0,0.0,143,1,1.1095435855263158,7.8251715718051775,9.368423985569072,0.15091404122909374,254.0,56.653333333333336,0.8476340204545862,-3.079018521627101e-16,0.0,0.0,0
AGB0057,3453,1212,2241,1186,0,256,0,323,0.3434694468578048,0.09354184766869389,0.0,0.07413843035041992,0.0,0.0,2.1185768334223187,46.66216216216216,234591.89603960395,0,0,239,0.3598326359832636,0.09623430962343096,0.1799163179916318,0.36046511627906974,1.0,0.5188284518828452,0.5146443514644351,1.943089430894309,0.0041841004184100415,0.0,0.08368200836820083,0.08139534883720931,0.21739130434782608,0.12790697674418605,3.709842519033891,0,0,9.233333333333333,0,1,0,0.0,1,668,384,29,29,0,0.4251497005988024,0.0,1.3511538633404179,0.0,0,0.0,61,1,1.120736842105263,3.3817013888888887,6.5782396339139115,0.125,7.0,2.2295081967213113,3.249400134614194,1.601633215852685e-16,0.0,0.0,0
AGF0742,3209,1117,2092,1352,566,383,45,183,0.42131505141788717,0.05702711124961047,0.1763789342474291,0.11935182299781863,0.014023060143346837,1.828191885510599,1.8928696344393772,43.36486486486486,553816.9024171889,0,0,10494,0.34715075281113017,0.23927958833619212,0.19258623975605108,0.4507274224540214,1.0,0.5060987230798552,0.4479702687249857,2.2322910019144864,9.52925481227368e-05,0.027348961311225464,0.03449590242043072,0.08454570409003569,0.14814814814814814,0.2047762832830085,3.093736964365631,0,0,10.957916666666666,2,2,0,0.0,1,756,476,36,36,58,0.37037037037037035,0.07671957671957672,2.250856291403041,2.0,0,0.0,1030,1,0.0932565789473685,12.255802962052961,8.83554757348908,0.033169533169533166,201.0,42.67567567567568,2.081978281988931,-3.600723323108616e-16,50.0,0.015832805573147563,0
AGL1301,3147,1101,2046,1252,554,377,0,358,0.39783921194788685,0.11375913568477916,0.17604067365745155,0.1197966317127423,0.0,0.0,2.0406724286779716,42.527027027027025,475263.8237965486,0,0,1066,0.15947467166979362,0.1050656660412758,0.12288930581613508,0.16470588235294117,1.0,0.33677298311444653,0.3405253283302064,2.9366391184573004,0.0009380863039399625,0.0,0.01125703564727955,0.047058823529411764,0.09821428571428571,0.1411764705882353,3.5220737607355717,0,0,9.15,0,1,0,0.0,0,628,356,1,1,0,0.43312101910828027,0.0,0.6582318505457074,0.0,0,0.0,567,1,0.27583223684210534,5.984232026143791,8.315597947474238,0.11764705882352941,47.0,9.68918918918919,2.071423503147335,-1.0802169969325848e-16,0.0,0.0,0
AGW1590,4791,1646,3145,1351,819,366,0,248,0.2819870590690879,0.05176372364850762,0.17094552285535378,0.07639323731997495,0.0,0.0,1.5929721892537452,64.74324324324324,679068.8803159174,0,0,1002,0.4111776447105788,0.10978043912175649,0.22554890219560877,0.4878640776699029,1.0,0.5538922155688623,0.4421157684630739,2.2618510158013545,0.000998003992015968,0.003992015968063872,0.016966067864271458,0.055825242718446605,0.15454545454545454,0.1966019417475728,2.8776884018217292,0,0,9.477166666666665,7,5,0,0.0,1,800,529,106,106,46,0.33875,0.0575,2.286794448133781,1.5,0,0.0,136,1,0.7789473684210526,4.25262077294686,7.451650569327044,0.13043478260869565,22.0,5.430555555555555,2.7829199176547283,6.78469626159818e-17,4.0,0.010230179028132993,0
