user,nb_file_events,copy_ratio,write_ratio,delete_ratio,copy_to_removable_ratio,write_to_removable_ratio,from_removable_ratio,unique_files_ratio,events_per_file,pc_usage_ratio,file_off_hours_ratio,suspicious_file_content_ratio,open_then_copy_ratio,write_then_delete_ratio,copy_then_delete_ratio
AAP1919,439,0.44874715261959,0.12300683371298406,0.19817767653758542,0.45685279187817257,1.0,0.5580865603644647,0.621867881548975,1.6080586080586081,0.002277904328018223,0.0,0.05239179954441914,0.03553299492385787,0.1111111111111111,0.1218274111675127
AAP1942,66,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,7.333333333333333,0.015151515151515152,0.0,0.045454545454545456,0.0,0.0,0.0
AAR0641,79,0.0,0.0,0.0,0.0,0.0,0.0,0.16455696202531644,6.076923076923077,0.012658227848101266,0.0,0.0,0.0,0.0,0.0
AAS2987,149,0.0,0.0,0.0,0.0,0.0,0.0,0.08053691275167785,12.416666666666666,0.006711409395973154,0.0,0.0,0.0,0.0,0.0
AAS3428,170,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17.0,0.0058823529411764705,0.11176470588235295,0.0,0.0,0.0,0.0
AAV3669,21,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,2.625,0.047619047619047616,0.0,0.0,0.0,0.0,0.0
AAW0894,16,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0625,0.0,0.0625,0.0,0.0,0.0
ABB0167,27,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,2.25,0.037037037037037035,0.0,0.1111111111111111,0.0,0.0,0.0
ABB0300,14,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,2.3333333333333335,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
ABC3523,6,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
ABD3426,11434,0.45111072240685673,0.1177190834353682,0.22503061046003148,0.5021326095385809,1.0,0.5660311352107749,0.22135735525625327,4.517581983405768,8.745845723281441e-05,0.22852894874934407,0.052649991254154274,0.09034509499806126,0.2637444279346211,0.22625048468398604
ABE2352,9,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,2.25,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0
ABG2353,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,3.2,0.0625,0.0,0.0,0.0,0.0,0.0
ABG3605,64,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,6.4,0.015625,0.0,0.0,0.0,0.0,0.0
ABH0349,2230,0.4094170403587444,0.1304932735426009,0.2304932735426009,0.32858707557502737,1.0,0.6260089686098654,0.2766816143497758,3.614262560777958,0.0004484304932735426,0.0,0.04170403587443946,0.09857612267250822,0.29896907216494845,0.25410733844468786
ABH1181,73,0.0,0.0,0.0,0.0,0.0,0.0,0.2191780821917808,4.5625,0.0136986301369863,0.0,0.0,0.0,0.0,0.0
ABJ0281,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,1.7142857142857142,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
ABK0481,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6666666666666667,0.2,0.0,0.0,0.0,0.0,0.0
ABK3081,671,0.4336810730253353,0.10581222056631892,0.22205663189269748,0.43986254295532645,1.0,0.5931445603576752,0.37853949329359166,2.641732283464567,0.0014903129657228018,0.11922503725782414,0.022354694485842028,0.09278350515463918,0.16901408450704225,0.20618556701030927
ABL0870,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6666666666666667,0.2,0.0,0.0,0.0,0.0,0.0
ABM3203,405,0.0,0.0,0.0,0.0,0.0,0.0,0.019753086419753086,50.625,0.0024691358024691358,0.2345679012345679,0.0,0.0,0.0,0.0
ABM3641,42,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,4.2,0.023809523809523808,0.21428571428571427,0.0,0.0,0.0,0.0
ABM3687,4925,0.4450761421319797,0.11614213197969543,0.22923857868020306,0.47125912408759124,1.0,0.5821319796954315,0.18213197969543146,5.490523968784839,0.0002030456852791878,0.166497461928934,0.020710659898477157,0.09397810218978102,0.291958041958042,0.2490875912408759
ABM3772,1114,0.40843806104129265,0.10861759425493717,0.21543985637342908,0.4747252747252747,1.0,0.5421903052064632,0.42100538599640935,2.375266524520256,0.0008976660682226212,0.00718132854578097,0.05026929982046679,0.05934065934065934,0.1322314049586777,0.15164835164835164
ABM3776,21,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,4.2,0.047619047619047616,0.0,0.0,0.0,0.0,0.0
ABO1173,1395,0.26021505376344084,0.10896057347670252,0.16344086021505377,0.30578512396694213,1.0,0.43799283154121865,0.34121863799283153,2.930672268907563,0.0007168458781362007,0.005017921146953405,0.02867383512544803,0.07162534435261708,0.19078947368421054,0.1763085399449036
ABP2003,42,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,7.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
ABP2917,2160,0.4689814814814815,0.11157407407407408,0.22175925925925927,0.4856860809476802,1.0,0.5703703703703704,0.3175925925925926,3.1486880466472305,0.000462962962962963,0.1587962962962963,0.05416666666666667,0.06811451135241856,0.2157676348547718,0.20236920039486672
ABR0397,117,0.4188034188034188,0.1111111111111111,0.21367521367521367,0.46938775510204084,1.0,0.5555555555555556,0.5982905982905983,1.6714285714285715,0.008547008547008548,0.0,0.02564102564102564,0.08163265306122448,0.38461538461538464,0.08163265306122448
ABS0677,488,0.0,0.0,0.0,0.0,0.0,0.0,0.018442622950819672,54.22222222222222,0.0020491803278688526,0.0,0.09016393442622951,0.0,0.0,0.0
ABW0501,16,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2.6666666666666665,0.0625,0.0,0.0,0.0,0.0,0.0
ACA0360,22,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,1.8333333333333333,0.045454545454545456,0.0,0.09090909090909091,0.0,0.0,0.0
ACB0701,673,0.1575037147102526,0.2838038632986627,0.11292719167904904,0.19811320754716982,1.0,0.32540861812778604,0.49925705794947994,2.0029761904761907,0.0014858841010401188,0.02674591381872214,0.03714710252600297,0.07547169811320754,0.07329842931937172,0.12264150943396226
ACB3123,341,0.0,0.0,0.0,0.0,0.0,0.0,0.05571847507331378,17.94736842105263,0.002932551319648094,0.11143695014662756,0.03225806451612903,0.0,0.0,0.0
ACC2773,107,0.0,0.0,0.0,0.0,0.0,0.0,0.09345794392523364,10.7,0.009345794392523364,0.0,0.35514018691588783,0.0,0.0,0.0
ACF1806,2800,0.4592857142857143,0.11464285714285714,0.22464285714285714,0.48989113530326595,1.0,0.5664285714285714,0.21321428571428572,4.690117252931323,0.00035714285714285714,0.0,0.05607142857142857,0.07931570762052877,0.24299065420560748,0.2286158631415241
ACG0312,20,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,0.05,0.0,0.05,0.0,0.0,0.0
ACG3819,912,0.41118421052631576,0.1118421052631579,0.21710526315789475,0.4533333333333333,1.0,0.5734649122807017,0.4506578947368421,2.218978102189781,0.0010964912280701754,0.10526315789473684,0.08552631578947369,0.06933333333333333,0.16666666666666666,0.16533333333333333
ACH1910,127,0.0,0.0,0.0,0.0,0.0,0.0,0.05511811023622047,18.142857142857142,0.007874015748031496,0.23622047244094488,0.0,0.0,0.0,0.0
ACH2102,19,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,1.7272727272727273,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
ACJ0014,89,0.0,0.0,0.0,0.0,0.0,0.0,0.10112359550561797,9.88888888888889,0.011235955056179775,0.0,0.0,0.0,0.0,0.0
ACL2943,90,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,6.428571428571429,0.011111111111111112,0.0,0.0,0.0,0.0,0.0
ACM0100,52,0.0,0.0,0.0,0.0,0.0,0.0,0.17307692307692307,5.777777777777778,0.019230769230769232,0.0,0.0,0.0,0.0,0.0
ACM2278,112,0.09821428571428571,0.008928571428571428,0.05357142857142857,0.5454545454545454,1.0,0.19642857142857142,0.24107142857142858,4.148148148148148,0.008928571428571428,0.26785714285714285,0.0,0.09090909090909091,0.0,0.18181818181818182
ACM3964,28,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,2.3333333333333335,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
ACN2347,48,0.0,0.0,0.0,0.0,0.0,0.0,0.3541666666666667,2.823529411764706,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
ACP2122,124,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,31.0,0.008064516129032258,0.04838709677419355,0.0,0.0,0.0,0.0
ACR0748,42,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,5.25,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
ACS0128,46,0.0,0.0,0.0,0.0,0.0,0.0,0.2391304347826087,4.181818181818182,0.021739130434782608,0.0,0.0,0.0,0.0,0.0
ACS1921,3315,0.4434389140271493,0.12006033182503771,0.23076923076923078,0.45850340136054424,1.0,0.5825037707390649,0.3411764705882353,2.9310344827586206,0.00030165912518853697,0.0,0.03499245852187029,0.07346938775510205,0.1934673366834171,0.20816326530612245
ACV1946,1760,0.31477272727272726,0.13011363636363638,0.1965909090909091,0.3140794223826715,1.0,0.49886363636363634,0.3778409090909091,2.6466165413533833,0.0005681818181818182,0.008522727272727272,0.01534090909090909,0.061371841155234655,0.16593886462882096,0.2075812274368231
ACW0426,11,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,1.5714285714285714,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
ACW1707,49,0.0,0.0,0.0,0.0,0.0,0.0,0.32653061224489793,3.0625,0.02040816326530612,0.0,0.0,0.0,0.0,0.0
ADB0350,84,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,14.0,0.011904761904761904,0.0,0.11904761904761904,0.0,0.0,0.0
ADB1105,649,0.423728813559322,0.12480739599383667,0.2218798151001541,0.4581818181818182,1.0,0.5731895223420647,0.5315870570107858,1.8811594202898552,0.0015408320493066256,0.007704160246533128,0.046224961479198766,0.05454545454545454,0.14814814814814814,0.11636363636363636
ADB3853,54,0.0,0.0,0.0,0.0,0.0,0.0,0.2037037037037037,4.909090909090909,0.018518518518518517,0.0,0.0,0.0,0.0,0.0
ADC1469,14,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,2.8,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
ADG1430,116,0.0,0.0,0.0,0.0,0.0,0.0,0.09482758620689655,10.545454545454545,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
ADG1737,3703,0.17013232514177692,0.4166891709424791,0.10856062651903861,0.3634920634920635,1.0,0.31568998109640833,0.6265190386173373,1.5961206896551725,0.00027005130974885227,0.011342155009451797,0.01917364299216851,0.06190476190476191,0.06221646143875567,0.12698412698412698
ADH0975,200,0.0,0.0,0.0,0.0,0.0,0.0,0.05,20.0,0.005,0.0,0.0,0.0,0.0,0.0
ADM0158,12,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
ADM0765,25,0.0,0.0,0.0,0.0,0.0,0.0,0.24,4.166666666666667,0.04,0.0,0.0,0.0,0.0,0.0
ADM0923,1126,0.17761989342806395,0.07104795737122557,0.10568383658969804,0.28,1.0,0.28685612788632325,0.216696269982238,4.614754098360656,0.0008880994671403197,0.0008880994671403197,0.021314387211367674,0.045,0.1875,0.17
ADM1894,109,0.0,0.0,0.0,0.0,0.0,0.0,0.045871559633027525,21.8,0.009174311926605505,0.0,0.0,0.0,0.0,0.0
ADP1625,13,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,3.25,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0
ADP3667,1165,0.44892703862660943,0.11158798283261803,0.21030042918454936,0.4665391969407266,1.0,0.5785407725321888,0.40858369098712444,2.447478991596639,0.0008583690987124463,0.2592274678111588,0.06952789699570816,0.0841300191204589,0.17692307692307693,0.16061185468451242
ADR1517,12,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
ADS0763,83,0.0,0.0,0.0,0.0,0.0,0.0,0.10843373493975904,9.222222222222221,0.012048192771084338,0.0,0.04819277108433735,0.0,0.0,0.0
ADS2428,27,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,3.857142857142857,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
ADS2950,995,0.09949748743718594,0.06432160804020101,0.06331658291457286,0.24242424242424243,1.0,0.1748743718592965,0.14371859296482412,6.958041958041958,0.0010050251256281408,0.008040201005025126,0.003015075376884422,0.15151515151515152,0.171875,0.15151515151515152
AEB1458,172,0.0,0.0,0.0,0.0,0.0,0.0,0.12209302325581395,8.19047619047619,0.005813953488372093,0.0,0.0,0.0,0.0,0.0
AEB3249,327,0.1162079510703364,0.20489296636085627,0.1345565749235474,0.3684210526315789,1.0,0.27522935779816515,0.45565749235474007,2.1946308724832213,0.0030581039755351682,0.0,0.039755351681957186,0.02631578947368421,0.05970149253731343,0.07894736842105263
AEB3574,313,0.3865814696485623,0.13099041533546327,0.2012779552715655,0.4297520661157025,1.0,0.5431309904153354,0.46325878594249204,2.1586206896551725,0.003194888178913738,0.0,0.07028753993610223,0.04132231404958678,0.24390243902439024,0.1322314049586777
AED1421,8417,0.4484970892241891,0.11346085303552335,0.22977307829392896,0.49059602649006623,1.0,0.5762148033741238,0.2467625044552691,4.052479537794897,0.00011880717595342758,0.0062967803255316625,0.06427468219080433,0.09298013245033113,0.23455497382198953,0.22834437086092715
AEF2019,16,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.6,0.0625,0.0,0.125,0.0,0.0,0.0
AEG1121,61,0.0,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,8.714285714285714,0.01639344262295082,0.0,0.0,0.0,0.0,0.0
AEH0187,175,0.0,0.0,0.0,0.0,0.0,0.0,0.04,25.0,0.005714285714285714,0.005714285714285714,0.0,0.0,0.0,0.0
AEH2020,60,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0
AEK3566,33,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,16.5,0.030303030303030304,0.0,0.6363636363636364,0.0,0.0,0.0
AEM0554,493,0.0,0.0,0.0,0.0,0.0,0.0,0.04259634888438134,23.476190476190474,0.002028397565922921,0.2778904665314402,0.10141987829614604,0.0,0.0,0.0
AEP1930,48,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,12.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
AEW1442,31,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,3.1,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.0
AFB0904,2920,0.46095890410958906,0.1136986301369863,0.225,0.48811292719167904,1.0,0.5678082191780822,0.288013698630137,3.4720570749108206,0.00034246575342465754,0.0,0.032534246575342464,0.07355126300148589,0.28313253012048195,0.2050520059435364
AFB3228,484,0.38016528925619836,0.11983471074380166,0.19008264462809918,0.41304347826086957,1.0,0.5103305785123967,0.5433884297520661,1.8403041825095057,0.002066115702479339,0.014462809917355372,0.049586776859504134,0.04891304347826087,0.10344827586206896,0.13043478260869565
AFF1492,14,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
AFH1757,133,0.0,0.0,0.0,0.0,0.0,0.0,0.06015037593984962,16.625,0.007518796992481203,0.0,0.07518796992481203,0.0,0.0,0.0
AFP2247,17,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,2.8333333333333335,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
AFP2709,1531,0.46701502286087526,0.10450685826257348,0.22142390594382758,0.4825174825174825,1.0,0.5767472240365774,0.5231874591770085,1.9113607990012484,0.0006531678641410843,0.2723709993468321,0.07380796864794252,0.04755244755244755,0.13125,0.12167832167832168
AGB0057,239,0.3598326359832636,0.09623430962343096,0.1799163179916318,0.36046511627906974,1.0,0.5188284518828452,0.5146443514644351,1.943089430894309,0.0041841004184100415,0.0,0.08368200836820083,0.08139534883720931,0.21739130434782608,0.12790697674418605
AGB3303,6,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
AGC0445,78,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,19.5,0.01282051282051282,0.0,0.0,0.0,0.0,0.0
AGE1244,41,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,5.125,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
AGF0742,10494,0.34715075281113017,0.23927958833619212,0.19258623975605108,0.4507274224540214,1.0,0.5060987230798552,0.4479702687249857,2.2322910019144864,9.52925481227368e-05,0.027348961311225464,0.03449590242043072,0.08454570409003569,0.14814814814814814,0.2047762832830085
AGF1810,389,0.0,0.0,0.0,0.0,0.0,0.0,0.030848329048843187,32.416666666666664,0.002570694087403599,0.0,0.14652956298200515,0.0,0.0,0.0
AGG3958,14,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,2.8,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0
AGL1301,1066,0.15947467166979362,0.1050656660412758,0.12288930581613508,0.16470588235294117,1.0,0.33677298311444653,0.3405253283302064,2.9366391184573004,0.0009380863039399625,0.0,0.01125703564727955,0.047058823529411764,0.09821428571428571,0.1411764705882353
AGL3519,159,0.0,0.0,0.0,0.0,0.0,0.0,0.07547169811320754,13.25,0.006289308176100629,0.0,0.018867924528301886,0.0,0.0,0.0
AGM3372,27,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,3.857142857142857,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
AGM3504,31,0.0,0.0,0.0,0.0,0.0,0.0,0.3548387096774194,2.8181818181818183,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.0
AGS0063,45,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,6.428571428571429,0.022222222222222223,0.0,0.0,0.0,0.0,0.0
AGW1590,1002,0.4111776447105788,0.10978043912175649,0.22554890219560877,0.4878640776699029,1.0,0.5538922155688623,0.4421157684630739,2.2618510158013545,0.000998003992015968,0.003992015968063872,0.016966067864271458,0.055825242718446605,0.15454545454545454,0.1966019417475728
AHB0648,540,0.3907407407407407,0.11851851851851852,0.2,0.4218009478672986,1.0,0.5203703703703704,0.4425925925925926,2.2594142259414225,0.001851851851851852,0.0,0.037037037037037035,0.07109004739336493,0.140625,0.15639810426540285
AHC1994,792,0.39015151515151514,0.1148989898989899,0.23232323232323232,0.459546925566343,1.0,0.5492424242424242,0.42424242424242425,2.357142857142857,0.0012626262626262627,0.011363636363636364,0.03156565656565657,0.045307443365695796,0.1978021978021978,0.16828478964401294
AHC3277,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0
AHD2457,110,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,7.333333333333333,0.00909090909090909,0.0,0.0,0.0,0.0,0.0
AHG3997,19,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,1.7272727272727273,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.0
AHH0495,30,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.5,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
AHK1988,16,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,2.2857142857142856,0.0625,0.0,0.0,0.0,0.0,0.0
AHM0959,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,18.25,0.00684931506849315,0.0,0.0,0.0,0.0,0.0
AHP0154,16,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2.6666666666666665,0.0625,0.0,0.0,0.0,0.0,0.0
AHS2348,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.1,0.0,0.0,0.0,0.0,0.0
AIA2005,16,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,1.4545454545454546,0.0625,0.0,0.0625,0.0,0.0,0.0
AIB0553,33,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
AIB1567,18,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,3.6,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
AIB3416,756,0.39021164021164023,0.09391534391534391,0.20767195767195767,0.47796610169491527,1.0,0.5224867724867724,0.41534391534391535,2.4076433121019107,0.0013227513227513227,0.0,0.051587301587301584,0.08135593220338982,0.2112676056338028,0.17288135593220338
AID2774,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,2.4,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
AIH2535,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,12.75,0.006535947712418301,0.0,0.0,0.0,0.0,0.0
AIJ0383,170,0.0,0.0,0.0,0.0,0.0,0.0,0.07058823529411765,14.166666666666666,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0
AIJ3995,5782,0.46419923901764093,0.11241784849533033,0.22224143894846074,0.48658718330849476,1.0,0.5728121757177447,0.16793497059840887,5.954685890834192,0.00017295053614666206,0.0006918021445866483,0.06157039086821169,0.0897913561847988,0.25384615384615383,0.2507451564828614
AIL2511,49,0.0,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,4.454545454545454,0.02040816326530612,0.0,0.0,0.0,0.0,0.0
AIP1614,8700,0.44241379310344825,0.12770114942528735,0.22804597701149426,0.5042868277474669,1.0,0.5656321839080459,0.2482758620689655,4.027777777777778,0.00011494252873563218,0.02425287356321839,0.035517241379310345,0.089893478825669,0.24752475247524752,0.2286308131982333
AIS1082,41,0.0,0.0,0.0,0.0,0.0,0.0,0.21951219512195122,4.555555555555555,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
AIV3936,14,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,1.5555555555555556,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0
AIY3991,4,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0
AJB1380,35,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,5.833333333333333,0.02857142857142857,0.0,0.0,0.0,0.0,0.0
AJC0722,47,0.0,0.0,0.0,0.0,0.0,0.0,0.19148936170212766,5.222222222222222,0.02127659574468085,0.0,0.0,0.0,0.0,0.0
AJG0240,199,0.35678391959798994,0.11055276381909548,0.21608040201005024,0.4084507042253521,1.0,0.5477386934673367,0.5326633165829145,1.8773584905660377,0.005025125628140704,0.0,0.04020100502512563,0.08450704225352113,0.09090909090909091,0.11267605633802817
AJH0279,38,0.0,0.0,0.0,0.0,0.0,0.0,0.2894736842105263,3.4545454545454546,0.02631578947368421,0.0,0.0,0.0,0.0,0.0
AJH2110,1028,0.428988326848249,0.11381322957198443,0.2169260700389105,0.45351473922902497,1.0,0.5778210116731517,0.39202334630350194,2.5508684863523574,0.0009727626459143969,0.006809338521400778,0.013618677042801557,0.07029478458049887,0.17094017094017094,0.16326530612244897
AJH3517,107,0.0,0.0,0.0,0.0,0.0,0.0,0.07476635514018691,13.375,0.009345794392523364,0.0,0.0,0.0,0.0,0.0
AJK0611,44,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,4.4,0.022727272727272728,0.0,0.0,0.0,0.0,0.0
AJM0345,569,0.44639718804920914,0.11775043936731107,0.23022847100175747,0.43700787401574803,1.0,0.5905096660808435,0.4973637961335677,2.010600706713781,0.0017574692442882249,0.0,0.04569420035149385,0.051181102362204724,0.16417910447761194,0.14566929133858267
AJM2385,112,0.0,0.0,0.0,0.0,0.0,0.0,0.08035714285714286,12.444444444444445,0.008928571428571428,0.0,0.0,0.0,0.0,0.0
AJN1275,58,0.0,0.0,0.0,0.0,0.0,0.0,0.15517241379310345,6.444444444444445,0.017241379310344827,0.0,0.13793103448275862,0.0,0.0,0.0
AJO2788,27,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037037035,2.7,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.0
AJP1199,23,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,3.2857142857142856,0.043478260869565216,0.0,0.0,0.0,0.0,0.0
AJQ0809,25,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8.333333333333334,0.04,0.0,0.0,0.0,0.0,0.0
AJS3021,1191,0.11586901763224182,0.056255247691015954,0.06633081444164568,0.32608695652173914,1.0,0.18303946263643997,0.17380352644836272,5.753623188405797,0.0008396305625524769,0.19395465994962216,0.0109151973131822,0.07246376811594203,0.07462686567164178,0.16666666666666666
AJS3899,34,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,3.7777777777777777,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
AJV0176,14,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.75,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
