user,email_nb_emails,email_nb_emails_sent,email_nb_emails_viewed,email_nb_external,email_nb_bcc,email_nb_external_with_attachment,email_nb_after_hours_or_weekend,email_nb_emails_has_suspicious_content,email_external_ratio,email_suspicious_content_ratio,email_bcc_email_ratio,email_external_email_with_attachment_ratio,email_after_hours_or_weekend_ratio,email_max_zscore_emails,email_max_zscore_emails_sent,email_avg_emails_per_week,email_avg_size_sent_email,email_nb_emails_last_month,email_nb_activity_email_after_leaving,email_nb_email_not_main_pc,email_nb_email_not_main_pc_ratio,email_zscore_last_month,file_nb_file_events,file_copy_ratio,file_write_ratio,file_delete_ratio,file_copy_to_removable_ratio,file_from_removable_ratio,file_unique_files_ratio,file_events_per_file,file_pc_usage_ratio,file_off_hours_ratio,file_suspicious_file_content_ratio,file_open_then_copy_ratio,file_write_then_delete_ratio,file_copy_then_delete_ratio,file_max_zscore_file_activity,file_nb_file_last_month,file_nb_file_after_leaving,file_nb_file_not_main_pc,file_nb_file_not_main_pc_ratio,file_zscore_last_month,logon_average_session_duration,logon_session_duration_variability,logon_nb_sessions,logon_nb_short_sessions,logon_ratio_short_sessions,logon_used_multi_pc_simultaneously,logon_nb_logon,logon_nb_logoff,logon_nb_pc_used,logon_nb_pc_used_logon,logon_nb_after_hours_logon,logon_unclosed_session_ratio,logon_after_hours_logon_ratio,logon_max_zscore_logon,logon_max_zscore_logon_after_hours,logon_nb_logon_last_month,logon_nb_logon_after_leaving,logon_nb_logon_not_main_pc,logon_nb_logon_not_main_pc_ratio,logon_zscore_last_month,decoy_file_nb_access_decoy_file,decoy_file_nb_pc_decoy_file,psycho_ocean_risk_score,device_nb_device_conn,device_con_duration_avg,device_con_duration_std,device_ratio_short_device_conn_interval,device_nb_device_conn_last_month,device_avg_device_conn_per_week,device_max_zscore_device_week,device_avg_zscore_device_week,device_nb_device_conn_after_hours,device_ratio_device_conn_after_hours,device_nb_device_activity_after_leaving,device_nb_device_not_main_pc,device_nb_device_not_main_pc_ratio,device_zscore_last_month,ldap_zscore_departure,http_total_activity,http_total_weighted_activity,http_job_weighted_activity,http_avg_requests_per_day,http_total_keyword_flags,http_upload_ratio,http_download_ratio,http_off_hours_ratio,http_weekend_activity_ratio,http_last_month_activity,http_last_month_zscore,http_max_zscore_activity,http_post_departure_activity,http_sus_domain_ratio,http_unique_domains,http_job_search_score
AAG3799,5187,1794,3393,1870,0,241,0,52,0.36051667630615,0.010025062656641603,0.0,0.04646230962020436,0.0,0.0,1.952120242630698,70.0945945945946,29970.022296544037,0,0,0,0.0,0.700679674526282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.979220779220778,0,308,0,0.0,0,355,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.013297697368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,57672,57672.0,5582.0,162.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.064,120,0.0968
AAH0721,3108,1083,2025,1012,0,225,30,36,0.3256113256113256,0.011583011583011582,0.0,0.07239382239382239,0.009652509652509652,0.0,1.5063799536040954,42.0,398250.2908587258,0,0,0,0.0,0.8188729634196767,79.0,0.0,0.0,0.0,0.0,0.0,0.189873417721519,5.266666666666667,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.0,4.419766178232133,0.0,0.0,0.0,0.0,1.9586518668589046,10.94503745318352,0,356,0,0.0,0,356,356,1,1,166,0.0,0.46629213483146065,0.0,1.7120428187200123,0,0.0,0,0.0,0.0,79.0,1.0,0.00146546052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,33820,33820.0,1250.0,95.0,0,0.0,0.0,0.0075,0.0,0,0.0,0.0,0,0.0645,129,0.037
AAM0138,3836,1349,2487,1428,0,142,0,27,0.3722627737226277,0.007038581856100104,0.0,0.0370177267987487,0.0,0.0,2.2680728750550374,51.83783783783784,30036.394366197183,0,0,0,0.0,0.6618899672422941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091947565543071,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.014690789473684216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40584,40584.0,781.0,114.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0017,208,0.0192
AAM0729,1046,365,681,351,0,82,0,8,0.3355640535372849,0.0076481835564053535,0.0,0.07839388145315487,0.0,0.0,2.635922741055843,14.135135135135135,419956.02465753426,0,0,0,0.0,0.13055824196677338,16.0,0.0,0.0,0.0,0.0,0.0,0.3125,3.2,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.085814606741573,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,16.0,1.0,0.029352631578947366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181186857726193,10324,10324.0,126.0,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0176,153,0.0122
AAP0352,3135,1116,2019,909,569,277,0,31,0.28995215311004785,0.009888357256778309,0.18149920255183413,0.08835725677830941,0.0,0.0,2.315337758311239,42.36486486486486,593129.1890681004,0,0,0,0.0,0.48038446141526153,699.0,0.40772532188841204,0.11301859799713877,0.2246065808297568,0.49122807017543857,0.5336194563662375,0.49928469241773965,2.002865329512894,0.001430615164520744,0.0,0.015736766809728183,0.03859649122807018,0.20253164556962025,0.13333333333333333,3.0220442690052245,0.0,0.0,0.0,0.0,-1.8411706394066683,8.507079280872384,1,377,0,0.0,1,377,377,22,22,0,0.0,0.0,2.0,0.0,0,0.0,21,0.05570291777188329,0.0,107.0,1.0,0.0013145045230263171,713.0,8.19361111111111,8.974862440683525,0.03821656050955414,47.0,9.635135135135135,2.474060029061635,0.0,0.0,0.0,0.0,0.0,0.0,0.8461621909897775,0.0,32040,32040.0,1719.0,90.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1201,98,0.0537
AAP1919,3487,1211,2276,1325,0,242,0,33,0.37998279323200457,0.00946372239747634,0.0,0.0694006309148265,0.0,0.0,1.6781788789926315,47.12162162162162,208730.85301403797,0,0,0,0.0,0.9425472592525455,439.0,0.44874715261959,0.12300683371298406,0.19817767653758542,0.45685279187817257,0.5580865603644647,0.621867881548975,1.6080586080586081,0.002277904328018223,0.0,0.00683371298405467,0.03553299492385787,0.1111111111111111,0.1218274111675127,3.1862930471250013,0.0,0.0,0.0,0.0,0.4954407318672412,7.196363747853814,2,453,0,0.0,1,453,453,89,89,0,0.0,0.0,2.3808434492644746,0.0,0,0.0,97,0.2141280353200883,0.0,50.0,1.0,0.06527960526315789,3089.0,5.464008212560387,7.790489975509359,0.11130434782608696,183.0,41.74324324324324,0.6060366957089333,2.2804581046354566e-16,0.0,0.0,0.0,0.0,0.0,0.2972629189865738,2.9977072280098485,32040,32040.0,1163.0,90.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0397,208,0.0363
AAP1942,3100,1088,2012,1075,0,319,0,20,0.3467741935483871,0.0064516129032258064,0.0,0.10290322580645161,0.0,0.0,2.032994040318864,41.891891891891895,695956.21875,0,0,0,0.0,0.7142020584899864,66.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,7.333333333333333,0.015151515151515152,0.0,0.42424242424242425,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.2477327048693798,8.333333333333334,0,1,0,0.0,0,630,356,1,1,0,0.43492063492063493,0.0,0.6874105323807541,0.0,0,0.0,0,0.0,-0.8747247935205535,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567021236472421,33817,33817.0,1455.0,94.99,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0066,212,0.043
AAR0641,3142,1081,2061,1212,0,403,0,14,0.3857415658816041,0.004455760661998727,0.0,0.1282622533418205,0.0,0.0,1.7716443967325348,42.45945945945946,715485.3052728955,0,0,0,0.0,-1.189151155491168,79.0,0.0,0.0,0.0,0.0,0.0,0.16455696202531644,6.076923076923077,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5623215571155332,8.077013108614231,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,79.0,1.0,0.07190526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,33820,33820.0,392.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0246,325,0.0116
AAS0144,3077,1095,1982,1268,0,118,0,13,0.41208969775755605,0.004224894377640559,0.0,0.038349041273968154,0.0,0.0,1.9505603980567001,41.58108108108108,29329.374429223742,0,0,0,0.0,0.3750251795377626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.025468164794008,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0760740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,33725,33725.0,778.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0355,233,0.0231
AAS2987,1032,358,674,441,170,188,0,3,0.4273255813953488,0.0029069767441860465,0.16472868217054262,0.1821705426356589,0.0,0.0,2.111183485529138,13.945945945945946,938380.2290502794,0,0,0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.08053691275167785,12.416666666666666,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,3.5534100838144167,0.0,0.0,0.0,0.0,-0.42373976289888093,8.033988764044944,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,149.0,1.0,0.026644736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,10324,10845.0,179.0,29.0,73,0.0145,0.0069,0.0,0.0,0,0.0,0.0,0,0.0169,155,0.0165
AAS3428,6914,2397,4517,3068,0,720,1157,25,0.44373734451836855,0.003615851894706393,0.0,0.10413653456754411,0.16734162568701186,0.9807393184764459,2.2076756935874076,92.18666666666667,728824.7092198582,0,0,0,0.0,-0.9206197686724433,170.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17.0,0.0058823529411764705,0.11176470588235295,0.0,0.0,0.0,0.0,3.3830742913897924,0.0,0.0,0.0,0.0,0.10660035817780521,9.25,0,1,0,0.0,1,851,501,62,62,0,0.4112808460634548,0.0,1.6202946576696036,0.0,0,0.0,61,0.07168037602820211,-0.548281276816993,170.0,1.0,0.006711143092105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072486117164883,71280,71280.0,791.0,162.0,0,0.0,0.0,0.0,0.1659,0,0.0,0.9642,0,0.0231,216,0.0111
AAT2913,829,290,539,288,0,46,0,2,0.3474065138721351,0.0024125452352231603,0.0,0.05548854041013269,0.0,0.0,2.4773593386202775,13.816666666666666,30449.303448275863,48,48,0,0.0,-3.2567210956140484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06377314814815,0,288,0,0.0,0,288,288,1,1,0,0.0,0.0,0.0,0.0,32,32.0,0,0.0,-5.240685902856072,0.0,0.0,0.028435361842105253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,8323,8323.0,176.0,29.0,0,0.0,0.0,0.0,0.0,609,0.0,0.0,464,0.0229,129,0.0211
AAV3669,351,119,232,124,0,55,0,7,0.35327635327635326,0.019943019943019943,0.0,0.15669515669515668,0.0,0.0,2.0,4.743243243243243,861795.680672269,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,2.625,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.020458801498128,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,21.0,1.0,0.042974629934210515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,3560,3560.0,4.0,10.0,0,0.0,0.0,0.0104,0.0,0,0.0,0.0,0,0.0694,101,0.0011
AAW0894,349,120,229,125,0,58,0,8,0.35816618911174786,0.022922636103151862,0.0,0.166189111747851,0.0,0.0,2.0,4.716216216216216,1093542.2916666667,0,0,0,0.0,-1.1920791213585393,16.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.3,0,1,0,0.0,1,722,437,65,65,11,0.39473684210526316,0.015235457063711912,1.9452739933209697,2.0,0,0.0,69,0.09556786703601108,0.4586062427863389,16.0,1.0,0.005309004934210528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,3550,3550.0,23.0,10.0,0,0.0,0.0,0.0039,0.0,0,0.0,0.0,0,0.0372,147,0.0065
ABB0167,1281,437,844,465,0,113,0,6,0.3629976580796253,0.00468384074941452,0.0,0.08821233411397346,0.0,0.0,2.343948031376042,41.32258064516129,445271.15789473685,9,9,0,0.0,-25.552275470609025,27.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,2.25,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,-2.6568446566202857,8.086711711711711,0,148,0,0.0,0,148,148,1,1,0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,-17.320508075688775,27.0,1.0,0.014085629111842106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056379905040065,14060,14060.0,134.0,95.0,0,0.0,0.0,0.0,0.0,1995,0.0747,0.0,95,0.0287,201,0.0095
ABB0300,375,138,237,144,65,60,22,3,0.384,0.008,0.17333333333333334,0.16,0.058666666666666666,2.0,2.6921671315211713,5.0675675675675675,1062488.3333333333,0,0,0,0.0,-0.5604784792072309,14.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,2.3333333333333335,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,10.154231791600212,2,418,0,0.0,1,418,418,35,35,0,0.0,0.0,2.5,0.0,0,0.0,34,0.08133971291866028,0.191800018476736,14.0,1.0,0.10444736842105262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,3840,3840.0,21.0,10.0,0,0.0,0.0,0.1341,0.0521,0,0.0,2.8151,0,0.057,205,0.0055
ABC3523,3105,1097,2008,984,0,188,0,23,0.3169082125603865,0.007407407407407408,0.0,0.06054750402576489,0.0,0.0,1.9204886811380535,41.95945945945946,204882.59890610757,0,0,0,0.0,0.5228356985860972,6.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.056367041198502,0,356,0,0.0,0,356,356,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,6.0,1.0,0.0004559210526315793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50214434525692,33820,33820.0,2209.0,95.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0097,192,0.0653
