user,email_external_ratio,email_suspicious_content_ratio,email_bcc_email_ratio,email_external_email_with_attachment_ratio,email_after_hours_or_weekend_ratio,email_max_zscore_emails,email_avg_emails_per_week,email_avg_size_sent_email,email_zscore_last_month,file_copy_ratio,file_write_ratio,file_delete_ratio,file_copy_to_removable_ratio,file_from_removable_ratio,file_events_per_file,file_off_hours_ratio,file_suspicious_file_content_ratio,file_open_then_copy_ratio,file_copy_then_delete_ratio,file_max_zscore_file_activity,file_zscore_last_month,logon_average_session_duration,logon_session_duration_variability,logon_ratio_short_sessions,logon_used_multi_pc_simultaneously,logon_unclosed_session_ratio,logon_after_hours_logon_ratio,logon_max_zscore_logon,logon_max_zscore_logon_after_hours,logon_zscore_last_month,decoy_file_nb_access_decoy_file,psycho_ocean_risk_score,device_con_duration_avg,device_con_duration_std,device_ratio_short_device_conn_interval,device_avg_device_conn_per_week,device_max_zscore_device_week,device_ratio_device_conn_after_hours,device_zscore_last_month,ldap_zscore_departure,http_avg_requests_per_day,http_total_keyword_flags,http_upload_ratio,http_download_ratio,http_off_hours_ratio,http_last_month_zscore,http_max_zscore_activity,http_sus_domain_ratio,http_unique_domains,http_job_search_score,users_post_departure_activity,users_pre_departure_ratio,users_activity_not_main_pc_ratio
AAG3799,0.36051667630615,0.0100250626566416,0.0,0.0464623096202043,0.0,0.0,70.0945945945946,29970.02229654404,0.700679674526282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.979220779220778,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.013297697368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,162.0,0,0.0,0.0,0.0,0.0,0.0,0.064,120,0.0968,0.0,0.0,0.0
AAH0721,0.3256113256113256,0.0115830115830115,0.0,0.0723938223938223,0.0096525096525096,0.0,42.0,398250.2908587258,0.8188729634196767,0.0,0.0,0.0,0.0,0.0,5.266666666666667,0.0126582278481012,0.0,0.0,0.0,4.419766178232133,1.9586518668589048,10.94503745318352,0,0.0,0,0.0,0.4662921348314606,0.0,1.7120428187200123,0.0,79.0,0.0014654605263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,95.0,0,0.0,0.0,0.0075,0.0,0.0,0.0645,129,0.037,0.0,0.0,0.0
AAM0138,0.3722627737226277,0.0070385818561001,0.0,0.0370177267987487,0.0,0.0,51.83783783783784,30036.394366197183,0.6618899672422941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091947565543071,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146907894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0,0.0,0.0,0.0,0.0,0.0,0.0017,208,0.0192,0.0,0.0,0.0
AAM0729,0.3355640535372849,0.0076481835564053,0.0,0.0783938814531548,0.0,0.0,14.135135135135137,419956.0246575343,0.1305582419667733,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.0,1.0,10.085814606741572,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0293526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181186857726197,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0176,153,0.0122,0.0,0.0,0.0
AAP0352,0.2899521531100478,0.0098883572567783,0.1814992025518341,0.0883572567783094,0.0,0.0,42.36486486486486,593129.1890681004,0.4803844614152615,0.407725321888412,0.1130185979971387,0.2246065808297568,0.4912280701754385,0.5336194563662375,2.002865329512894,0.0,0.0157367668097281,0.0385964912280701,0.1333333333333333,3.0220442690052245,-1.8411706394066685,8.507079280872384,1,0.0,1,0.0,0.0,2.0,0.0,0.0,107.0,0.0013145045230263,8.19361111111111,8.974862440683525,0.0382165605095541,9.635135135135137,2.474060029061635,0.0,0.8461621909897775,0.0,90.0,0,0.0,0.0,0.0,0.0,0.0,0.1201,98,0.0537,0.0,0.001271507412617682,0.0557029177718832
AAP1919,0.3799827932320045,0.0094637223974763,0.0,0.0694006309148265,0.0,0.0,47.12162162162162,208730.853014038,0.9425472592525456,0.44874715261959,0.123006833712984,0.1981776765375854,0.4568527918781725,0.5580865603644647,1.608058608058608,0.0,0.0068337129840546,0.0355329949238578,0.1218274111675127,3.1862930471250013,0.4954407318672412,7.196363747853814,2,0.0,1,0.0,0.0,2.3808434492644746,0.0,0.0,50.0,0.0652796052631578,5.464008212560387,7.790489975509359,0.1113043478260869,41.74324324324324,0.6060366957089333,0.0,0.2972629189865738,2.9977072280098485,90.0,0,0.0,0.0,0.0,0.0,0.0,0.0397,208,0.0363,0.0,0.0046319732712362055,0.2141280353200883
AAP1942,0.3467741935483871,0.0064516129032258,0.0,0.1029032258064516,0.0,0.0,41.891891891891895,695956.21875,0.7142020584899864,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.4242424242424242,0.0,0.0,3.0,1.2477327048693798,8.333333333333334,0,0.0,0,0.4349206349206349,0.0,0.6874105323807541,0.0,-0.8747247935205535,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567021236472421,94.99,0,0.0,0.0,0.0,0.0,0.0,0.0066,212,0.043,0.0,0.0,0.0
AAR0641,0.3857415658816041,0.0044557606619987,0.0,0.1282622533418205,0.0,0.0,42.45945945945946,715485.3052728955,-1.189151155491168,0.0,0.0,0.0,0.0,0.0,6.076923076923077,0.0,0.0,0.0,0.0,2.0,-0.5623215571155332,8.077013108614231,0,0.0,0,0.0,0.0,0.0,0.0,0.0,79.0,0.0719052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0246,325,0.0116,0.0,0.0,0.0
AAS0144,0.412089697757556,0.0042248943776405,0.0,0.0383490412739681,0.0,0.0,41.58108108108108,29329.374429223742,0.3750251795377626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.025468164794008,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173067468400883,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0355,233,0.0231,0.0,0.0,0.0
AAS2987,0.4273255813953488,0.002906976744186,0.1647286821705426,0.1821705426356589,0.0,0.0,13.945945945945946,938380.2290502794,0.0,0.0,0.0,0.0,0.0,0.0,12.416666666666666,0.0,0.0,0.0,0.0,3.5534100838144167,-0.4237397628988809,8.033988764044944,0,0.0,0,0.0,0.0,0.0,0.0,0.0,149.0,0.0266447368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,29.0,73,0.0145,0.0069,0.0,0.0,0.0,0.0169,155,0.0165,0.0,0.0,0.0
AAS3428,0.4437373445183685,0.0036158518947063,0.0,0.1041365345675441,0.1673416256870118,0.980739318476446,92.18666666666668,728824.7092198582,-0.9206197686724432,0.0,0.0,0.0,0.0,0.0,17.0,0.1117647058823529,0.0,0.0,0.0,3.3830742913897924,0.1066003581778052,9.25,0,0.0,1,0.4112808460634548,0.0,1.6202946576696036,0.0,-0.548281276816993,170.0,0.0067111430921052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072486117164883,162.0,0,0.0,0.0,0.1659,0.0,0.9642,0.0231,216,0.0111,0.0,0.0,0.0716803760282021
AAT2913,0.3474065138721351,0.0024125452352231,0.0,0.0554885404101326,0.0,0.0,13.816666666666666,30449.303448275863,-3.2567210956140484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06377314814815,0,0.0,0,0.0,0.0,0.0,0.0,-5.240685902856072,0.0,0.0284353618421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6512274295105627,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0229,129,0.0211,544.0,0.07298728813559321,0.0
AAV3669,0.3532763532763532,0.0199430199430199,0.0,0.1566951566951566,0.0,0.0,4.743243243243243,861795.680672269,0.0,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,0.0,2.0,0.0,11.020458801498128,0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0429746299342105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,10.0,0,0.0,0.0,0.0104,0.0,0.0,0.0694,101,0.0011,0.0,0.0,0.0
AAW0894,0.3581661891117478,0.0229226361031518,0.0,0.166189111747851,0.0,0.0,4.716216216216216,1093542.2916666667,-1.192079121358539,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.3,0,0.0,1,0.3947368421052631,0.0152354570637119,1.9452739933209695,2.0,0.4586062427863389,16.0,0.0053090049342105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,10.0,0,0.0,0.0,0.0039,0.0,0.0,0.0372,147,0.0065,0.0,0.0,0.095567867036011
ABB0167,0.3629976580796253,0.0046838407494145,0.0,0.0882123341139734,0.0,0.0,41.32258064516129,445271.15789473685,-25.552275470609025,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,3.0,-2.6568446566202857,8.086711711711711,0,0.0,0,0.0,0.0,0.0,0.0,-17.320508075688775,27.0,0.0140856291118421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056379905040065,95.0,0,0.0,0.0,0.0,0.0747,0.0,0.0287,201,0.0095,106.0,0.12935034802784223,0.0
ABB0300,0.384,0.008,0.1733333333333333,0.16,0.0586666666666666,2.0,5.067567567567568,1062488.3333333333,-0.5604784792072309,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,1.0,-1.0,10.154231791600212,2,0.0,1,0.0,0.0,2.5,0.0,0.191800018476736,14.0,0.1044473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,10.0,0,0.0,0.0,0.1862,0.0,2.8151,0.057,205,0.0055,0.0,0.0,0.0813397129186602
ABC3523,0.3169082125603865,0.0074074074074074,0.0,0.0605475040257648,0.0,0.0,41.95945945945946,204882.5989061076,0.5228356985860972,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,9.056367041198502,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0004559210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50214434525692,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0097,192,0.0653,0.0,0.0,0.0
ABD3426,0.40498899486427,0.0076302274394717,0.1628760088041085,0.112105649303008,0.2179016874541452,0.8769837418553332,90.86666666666666,498761.5327295183,0.4880948593281528,0.4511107224068567,0.1177190834353682,0.2250306104600314,0.5021326095385809,0.5660311352107749,4.517581983405768,0.228528948749344,0.0092705964666783,0.0903450949980612,0.226250484683986,1.1603482127332212,0.0808851431280567,9.183333333333334,0,0.0,1,0.3959660297239915,0.0668789808917197,1.249648234128394,2.0,-13.095816396842958,1026.0,0.0014654605263157,12.876669015287384,9.566897218572132,0.0476556495003843,53.333333333333336,0.9893427268506824,0.0095,-0.1525269500798183,3.072486117164883,162.0,123,0.002,0.0011,0.2304,0.0,0.916,0.0479,271,0.0391,0.0,0.0022977053447066358,0.0329087048832271
ABE2352,0.4087452471482889,0.0028517110266159,0.0,0.0922053231939163,0.0,0.0,14.216216216216216,240834.95316804407,0.3091592638401121,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,10.099765917602998,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358150856822424,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0327,185,0.0484,0.0,0.0,0.0
ABG2353,0.4170661553211889,0.0028763183125599,0.1716203259827421,0.159156279961649,0.0,0.0,14.094594594594597,559314.4,0.2591001102525183,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.0,1.0,10.088998127340824,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0121714638157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358150856822424,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0262,143,0.0297,0.0,0.0,0.0
ABG3605,0.415057915057915,0.0064350064350064,0.0,0.118082368082368,0.0,0.0,42.0,664799.518115942,0.6469659343994459,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,3.0,-0.6727452763836784,7.991853932584269,0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0011052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50214434525692,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0191,279,0.0399,0.0,0.0,0.0
ABH0349,0.3343023255813953,0.0581395348837209,0.2122093023255813,0.0697674418604651,0.0,0.0,4.648648648648648,324355.2030075188,-0.7679066282306657,0.4094170403587444,0.1304932735426009,0.2304932735426009,0.3285870755750273,0.6260089686098654,3.614262560777958,0.0,0.0327354260089686,0.0985761226725082,0.2541073384446878,2.656252541795209,0.912119547508436,9.216666666666669,0,0.0,1,0.4017341040462427,0.0,0.628397199974405,0.0,0.413485930142303,243.0,0.0171947368421052,1.8023102981029808,3.9402130109948046,0.073170731707317,2.2142857142857144,3.0026346196627065,0.0,1.1751911201153429,3.2422333806630865,10.0,570,0.0388,0.3236,0.0,0.0,0.0,0.0067,123,0.0146,0.0,0.0014388489208633094,0.0838150289017341
ABH1181,0.3764331210191083,0.0079617834394904,0.0,0.0872611464968152,0.0,0.0,42.43243243243244,496207.3395176252,0.8064778385455117,0.0,0.0,0.0,0.0,0.0,4.5625,0.0,0.0136986301369863,0.0,0.0,2.0,2.054326467416191,11.009924026590692,0,0.0,0,0.0,0.0,0.0,0.0,-0.47053396691646,73.0,0.1257812499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5633594912943507,95.0,0,0.0,0.0,0.0,0.0,0.0,0.1318,144,0.0393,0.0,0.0,0.0
ABH2671,0.3123393316195372,0.0144601542416452,0.0,0.0404884318766066,0.0,0.0,42.054054054054056,30405.946788990823,0.4451484455896914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03693820224719,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266087582236842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818118685772619,95.0,0,0.0,0.0,0.0,0.0,0.0,0.0923,128,0.0078,0.0,0.0,0.0
ABJ0281,0.3583690987124464,0.0021459227467811,0.0,0.0922746781115879,0.0,0.0,44.38095238095238,478223.3522012579,-0.1940376314265832,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,1.0,0.0,10.05272435897436,0,0.0,0,0.0,0.0,0.0,0.0,-0.3535533905932737,12.0,0.3049989720394737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.571208103423586,95.0,0,0.0,0.0,0.0,0.8575,0.0,0.0248,111,0.0231,2123.0,0.2029648609077599,0.0
ABK0481,0.4742268041237113,0.0,0.2268041237113402,0.2061855670103092,0.0,0.8230548917531013,13.857142857142858,1309533.3902439023,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.050490196078432,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0155705180921052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181186857726197,29.0,0,0.0,0.0,0.0,1.0,0.0,0.071,82,0.0284,474.0,0.5775401069518716,0.0
ABK3081,0.4116541353383459,0.0314178302900107,0.1718582169709989,0.128625134264232,0.1396348012889366,1.1803074652448329,49.653333333333336,608196.6866359446,-0.646405779946916,0.4336810730253353,0.1058122205663189,0.2220566318926974,0.4398625429553264,0.5931445603576752,2.641732283464567,0.1192250372578241,0.0238450074515648,0.0927835051546391,0.2061855670103092,2.7900707083833534,-0.3406224922111762,16.652569444444445,7,0.0,1,0.3759909399773499,0.0758776896942242,1.5432404043645476,3.0,-0.7421823211823151,74.0,0.0028657894736842,1.9954689366786145,4.9257840595189135,0.086021505376344,2.640625,2.4266843623153136,0.0177514792899408,-0.6144158865425463,1.818118685772619,95.0,0,0.0,0.0,0.1421,0.0,0.9553,0.0462,190,0.0465,0.0,0.00017678776628657296,0.0634201585503963
ABL0870,0.3228571428571428,0.0114285714285714,0.0,0.0771428571428571,0.0,0.0,4.72972972972973,523690.5,0.4134491152973615,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,8.021956928838952,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0083650287828947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2422333806630865,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0635,116,0.0003,0.0,0.0,0.0
ABM3203,0.3457112970711297,0.0049686192468619,0.0,0.075836820083682,0.2607217573221757,0.9428274511263788,50.986666666666665,473021.4697535474,0.9771549643146576,0.0,0.0,0.0,0.0,0.0,50.625,0.2345679012345679,0.0,0.0,0.0,3.189642173533576,-0.3723351582655521,5.65165650406504,3,0.0121951219512195,1,0.0,0.958963282937365,2.597023577285656,1.8825677418573796,0.7637543286060839,405.0,0.0355468749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818118685772619,95.0,332,0.0036,0.0114,0.2521,0.0,0.9678,0.0245,122,0.0372,0.0,0.0,0.0561555075593952
ABM3641,0.4262948207171315,0.0139442231075697,0.1872509960159362,0.250996015936255,0.2928286852589641,0.0,6.693333333333333,1250983.5478723403,1.520938201258747,0.0,0.0,0.0,0.0,0.0,4.2,0.2142857142857142,0.0,0.0,0.0,2.0,0.0,8.79001969473166,3,0.0029542097488921,1,0.0,0.1418020679468242,2.5986802991493203,2.830638096048106,-9.34686862644654,42.0,0.0015212479440789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8054180384339107,10.0,0,0.0,0.0,0.2998,0.0,0.0,0.03,185,0.0175,0.0,0.0,0.1004431314623338
ABM3687,0.3160377358490566,0.0424528301886792,0.1933962264150943,0.160377358490566,0.1698113207547169,0.7529511829268666,5.578947368421052,1162187.1445783132,-7.093435816525608,0.4450761421319797,0.1161421319796954,0.229238578680203,0.4712591240875912,0.5821319796954315,5.490523968784839,0.166497461928934,0.0018274111675126,0.093978102189781,0.2490875912408759,1.0651075028952803,-7.124479652686721,4.942222222222222,2,0.0,1,0.3663793103448275,0.0,2.015476674738533,0.0,-3.670570091146717,453.0,0.0012828947368421,6.67531180753403,8.353058812367397,0.094017094017094,11.605263157894736,1.4868646869129858,0.0,-5.93364281334307,1.1221672153735645,9.0,0,0.0,0.0,0.1667,0.3651,0.7576,0.0129,102,0.0201,388.0,0.0638617580766341,0.168103448275862
ABM3772,0.3764705882352941,0.0161085972850678,0.167420814479638,0.1303167420814479,0.0,0.0,74.66216216216216,690371.9091383812,0.3444233600968322,0.4084380610412926,0.1086175942549371,0.215439856373429,0.4747252747252747,0.5421903052064632,2.375266524520256,0.0071813285457809,0.0233393177737881,0.0593406593406593,0.1516483516483516,2.910974674456686,-1.2465775648872168,13.751805555555556,5,0.0,0,0.3940256045519203,0.0938833570412517,1.3929103831719298,2.0,-0.1110768334267812,173.0,0.0405666118421052,5.719267195767196,7.637932261382148,0.0634920634920634,9.66216216216216,1.7945175325224507,0.0027972027972027,0.881393340086507,4.006938426723769,162.0,0,0.0,0.0,0.0171,0.0,0.0,0.0627,236,0.0388,0.0,0.0007150572806523756,0.0
ABM3776,0.3593090211132437,0.019193857965451,0.0,0.0587332053742802,0.0,0.0,70.4054054054054,215887.05456570155,0.2994338566335201,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.0,0.0,9.9749531835206,0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.1404236842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006938426723769,162.0,0,0.0,0.0,0.0,0.0,0.0,0.0583,167,0.0486,0.0,0.0,0.0
ABO1173,0.3502069404648201,0.006049028971665,0.2527857370264247,0.0958293537090098,0.0,0.0,42.44594594594594,659700.5708989805,0.0508241023028677,0.2602150537634408,0.1089605734767025,0.1634408602150537,0.3057851239669421,0.4379928315412186,2.930672268907563,0.0050179211469534,0.0157706093189964,0.071625344352617,0.1763085399449036,2.315356392357446,-1.909740423354089,11.233333333333333,0,0.0,0,0.3904494382022472,0.1081460674157303,1.8824415013038,3.0,-0.2306583639692844,521.0,0.0212491776315789,2.6431804198335143,5.748039174381976,0.1302931596091205,5.424657534246576,2.02777282870268,0.005050505050505,-0.128405787122424,3.5633594912943507,90.0,241,0.0036,0.0168,0.0136,0.0,0.0,0.1286,182,0.0888,0.0,0.0006103386052436047,0.0
